,match_id,date,variable,value,venue,team_id,team_name,league_name
97,3362218,2021-04-24,xG_ag,2.91,H,8550,Metz,Ligue 1
98,3362218,2021-04-24,xG_for,2.91,A,9847,Paris Saint-Germain,Ligue 1
99,3362218,2021-04-24,xG_ag,0.66,A,9847,Paris Saint-Germain,Ligue 1
100,3362219,2021-04-25,xG_for,1.97,H,9831,Nice,Ligue 1
101,3362219,2021-04-25,xG_ag,1.43,H,9831,Nice,Ligue 1
102,3362219,2021-04-25,xG_for,1.43,A,10249,Montpellier,Ligue 1
103,3362219,2021-04-25,xG_ag,1.97,A,10249,Montpellier,Ligue 1
104,3362220,2021-04-24,xG_for,0.66,H,9837,Reims,Ligue 1
105,3362220,2021-04-24,xG_ag,2.12,H,9837,Reims,Ligue 1
106,3362220,2021-04-24,xG_for,2.12,A,8592,Marseille,Ligue 1
107,3362220,2021-04-24,xG_ag,0.66,A,8592,Marseille,Ligue 1
108,3362221,2021-04-25,xG_for,3.04,H,9851,Rennes,Ligue 1
109,3362221,2021-04-25,xG_ag,1.16,H,9851,Rennes,Ligue 1
110,3362221,2021-04-25,xG_for,1.16,A,9836,Dijon,Ligue 1
111,3362221,2021-04-25,xG_ag,3.04,A,9836,Dijon,Ligue 1
112,3362222,2021-04-24,xG_for,0.91,H,9853,Saint-Etienne,Ligue 1
113,3362222,2021-04-24,xG_ag,1.89,H,9853,Saint-Etienne,Ligue 1
114,3362222,2021-04-24,xG_for,1.89,A,8521,Brest,Ligue 1
115,3362222,2021-04-24,xG_ag,0.91,A,8521,Brest,Ligue 1
116,3362223,2021-04-25,xG_for,1.5,H,9848,Strasbourg,Ligue 1
117,3362223,2021-04-25,xG_ag,1.18,H,9848,Strasbourg,Ligue 1
118,3362223,2021-04-25,xG_for,1.18,A,9830,Nantes,Ligue 1
119,3362223,2021-04-25,xG_ag,1.5,A,9830,Nantes,Ligue 1
120,3362224,2021-05-02,xG_for,0.79,H,9827,Bordeaux,Ligue 1
121,3362224,2021-05-02,xG_ag,0.62,H,9827,Bordeaux,Ligue 1
122,3362224,2021-05-02,xG_for,0.62,A,9851,Rennes,Ligue 1
123,3362224,2021-05-02,xG_ag,0.79,A,9851,Rennes,Ligue 1
124,3362225,2021-05-02,xG_for,1.92,H,8521,Brest,Ligue 1
125,3362225,2021-05-02,xG_ag,2.43,H,8521,Brest,Ligue 1
126,3362225,2021-05-02,xG_for,2.43,A,9830,Nantes,Ligue 1
127,3362225,2021-05-02,xG_ag,1.92,A,9830,Nantes,Ligue 1
128,3362226,2021-05-02,xG_for,1.17,H,9836,Dijon,Ligue 1
129,3362226,2021-05-02,xG_ag,1.51,H,9836,Dijon,Ligue 1
130,3362226,2021-05-02,xG_for,1.51,A,8550,Metz,Ligue 1
131,3362226,2021-05-02,xG_ag,1.17,A,8550,Metz,Ligue 1
132,3362227,2021-05-02,xG_for,0.77,H,8639,Lille,Ligue 1
133,3362227,2021-05-02,xG_ag,0.0,H,8639,Lille,Ligue 1
134,3362227,2021-05-02,xG_for,0.0,A,9831,Nice,Ligue 1
135,3362227,2021-05-02,xG_ag,0.77,A,9831,Nice,Ligue 1
136,3362228,2021-05-02,xG_for,2.35,H,8689,Lorient,Ligue 1
137,3362228,2021-05-02,xG_ag,0.76,H,8689,Lorient,Ligue 1
138,3362228,2021-05-02,xG_for,0.76,A,8121,Angers,Ligue 1
139,3362228,2021-05-02,xG_ag,2.35,A,8121,Angers,Ligue 1
140,3362229,2021-05-01,xG_for,0.98,H,8592,Marseille,Ligue 1
141,3362229,2021-05-01,xG_ag,0.44,H,8592,Marseille,Ligue 1
142,3362229,2021-05-01,xG_for,0.44,A,9848,Strasbourg,Ligue 1
143,3362229,2021-05-01,xG_ag,0.98,A,9848,Strasbourg,Ligue 1
144,3362230,2021-05-03,xG_for,2.1,H,9829,Monaco,Ligue 1
145,3362230,2021-05-03,xG_ag,1.16,H,9829,Monaco,Ligue 1
146,3362230,2021-05-03,xG_for,1.16,A,9748,Lyon,Ligue 1
147,3362230,2021-05-03,xG_ag,2.1,A,9748,Lyon,Ligue 1
148,3362231,2021-05-02,xG_for,0.99,H,10249,Montpellier,Ligue 1
149,3362231,2021-05-02,xG_ag,2.6,H,10249,Montpellier,Ligue 1
150,3362231,2021-05-02,xG_for,2.6,A,9853,Saint-Etienne,Ligue 1
151,3362231,2021-05-02,xG_ag,0.99,A,9853,Saint-Etienne,Ligue 1
152,3362232,2021-05-02,xG_for,2.55,H,6394,Nimes,Ligue 1
153,3362232,2021-05-02,xG_ag,0.78,H,6394,Nimes,Ligue 1
154,3362232,2021-05-02,xG_for,0.78,A,9837,Reims,Ligue 1
155,3362232,2021-05-02,xG_ag,2.55,A,9837,Reims,Ligue 1
156,3362233,2021-05-01,xG_for,1.44,H,9847,Paris Saint-Germain,Ligue 1
157,3362233,2021-05-01,xG_ag,1.74,H,9847,Paris Saint-Germain,Ligue 1
158,3362233,2021-05-01,xG_for,1.74,A,8588,Lens,Ligue 1
159,3362233,2021-05-01,xG_ag,1.44,A,8588,Lens,Ligue 1
160,3362234,2021-05-09,xG_for,1.86,H,8121,Angers,Ligue 1
161,3362234,2021-05-09,xG_ag,0.32,H,8121,Angers,Ligue 1
162,3362234,2021-05-09,xG_for,0.32,A,9836,Dijon,Ligue 1
163,3362234,2021-05-09,xG_ag,1.86,A,9836,Dijon,Ligue 1
164,3362235,2021-05-08,xG_for,1.58,H,8588,Lens,Ligue 1
165,3362235,2021-05-08,xG_ag,1.27,H,8588,Lens,Ligue 1
166,3362235,2021-05-08,xG_for,1.27,A,8639,Lille,Ligue 1
167,3362235,2021-05-08,xG_ag,1.58,A,8639,Lille,Ligue 1
168,3362236,2021-05-08,xG_for,4.47,H,9748,Lyon,Ligue 1
169,3362236,2021-05-08,xG_ag,0.56,H,9748,Lyon,Ligue 1
170,3362236,2021-05-08,xG_for,0.56,A,8689,Lorient,Ligue 1
171,3362236,2021-05-08,xG_ag,4.47,A,8689,Lorient,Ligue 1
172,3362237,2021-05-09,xG_for,0.74,H,8550,Metz,Ligue 1
173,3362237,2021-05-09,xG_ag,1.91,H,8550,Metz,Ligue 1
174,3362237,2021-05-09,xG_for,1.91,A,6394,Nimes,Ligue 1
175,3362237,2021-05-09,xG_ag,0.74,A,6394,Nimes,Ligue 1
176,3362238,2021-05-08,xG_for,2.02,H,9830,Nantes,Ligue 1
177,3362238,2021-05-08,xG_ag,0.84,H,9830,Nantes,Ligue 1
178,3362238,2021-05-08,xG_for,0.84,A,9827,Bordeaux,Ligue 1
179,3362238,2021-05-08,xG_ag,2.02,A,9827,Bordeaux,Ligue 1
180,3362239,2021-05-09,xG_for,3.0,H,9831,Nice,Ligue 1
181,3362239,2021-05-09,xG_ag,0.86,H,9831,Nice,Ligue 1
182,3362239,2021-05-09,xG_for,0.86,A,8521,Brest,Ligue 1
183,3362239,2021-05-09,xG_ag,3.0,A,8521,Brest,Ligue 1
184,3362240,2021-05-09,xG_for,0.41,H,9837,Reims,Ligue 1
185,3362240,2021-05-09,xG_ag,0.93,H,9837,Reims,Ligue 1
186,3362240,2021-05-09,xG_for,0.93,A,9829,Monaco,Ligue 1
187,3362240,2021-05-09,xG_ag,0.41,A,9829,Monaco,Ligue 1
188,3362241,2021-05-10,xG_for,1.0,H,9851,Rennes,Ligue 1
189,3362241,2021-05-10,xG_ag,1.61,H,9851,Rennes,Ligue 1
190,3362241,2021-05-10,xG_for,1.61,A,9847,Paris Saint-Germain,Ligue 1
191,3362241,2021-05-10,xG_ag,1.0,A,9847,Paris Saint-Germain,Ligue 1
192,3362242,2021-05-09,xG_for,1.39,H,9853,Saint-Etienne,Ligue 1
193,3362242,2021-05-09,xG_ag,1.64,H,9853,Saint-Etienne,Ligue 1
194,3362242,2021-05-09,xG_for,1.64,A,8592,Marseille,Ligue 1
195,3362242,2021-05-09,xG_ag,1.39,A,8592,Marseille,Ligue 1
196,3362243,2021-05-09,xG_for,2.01,H,9848,Strasbourg,Ligue 1
197,3362243,2021-05-09,xG_ag,0.66,H,9848,Strasbourg,Ligue 1
198,3362243,2021-05-09,xG_for,0.66,A,10249,Montpellier,Ligue 1
199,3362243,2021-05-09,xG_ag,2.01,A,10249,Montpellier,Ligue 1
200,3362244,2021-05-17,xG_for,2.46,H,9827,Bordeaux,Ligue 1
201,3362244,2021-05-17,xG_ag,1.34,H,9827,Bordeaux,Ligue 1
202,3362244,2021-05-17,xG_for,1.34,A,8588,Lens,Ligue 1
203,3362244,2021-05-17,xG_ag,2.46,A,8588,Lens,Ligue 1
204,3362245,2021-05-17,xG_for,1.11,H,9836,Dijon,Ligue 1
205,3362245,2021-05-17,xG_ag,1.9,H,9836,Dijon,Ligue 1
206,3362245,2021-05-17,xG_for,1.9,A,9830,Nantes,Ligue 1
207,3362245,2021-05-17,xG_ag,1.11,A,9830,Nantes,Ligue 1
208,3362246,2021-05-17,xG_for,0.96,H,8639,Lille,Ligue 1
209,3362246,2021-05-17,xG_ag,0.35,H,8639,Lille,Ligue 1
210,3362246,2021-05-17,xG_for,0.35,A,9853,Saint-Etienne,Ligue 1
211,3362246,2021-05-17,xG_ag,0.96,A,9853,Saint-Etienne,Ligue 1
212,3362247,2021-05-17,xG_for,1.38,H,8689,Lorient,Ligue 1
213,3362247,2021-05-17,xG_ag,0.08,H,8689,Lorient,Ligue 1
214,3362247,2021-05-17,xG_for,0.08,A,8550,Metz,Ligue 1
215,3362247,2021-05-17,xG_ag,1.38,A,8550,Metz,Ligue 1
216,3362248,2021-05-17,xG_for,2.44,H,8592,Marseille,Ligue 1
217,3362248,2021-05-17,xG_ag,1.81,H,8592,Marseille,Ligue 1
218,3362248,2021-05-17,xG_for,1.81,A,8121,Angers,Ligue 1
219,3362248,2021-05-17,xG_ag,2.44,A,8121,Angers,Ligue 1
220,3362249,2021-05-17,xG_for,1.39,H,9829,Monaco,Ligue 1
221,3362249,2021-05-17,xG_ag,0.42,H,9829,Monaco,Ligue 1
222,3362249,2021-05-17,xG_for,0.42,A,9851,Rennes,Ligue 1
223,3362249,2021-05-17,xG_ag,1.39,A,9851,Rennes,Ligue 1
224,3362250,2021-05-17,xG_for,0.58,H,10249,Montpellier,Ligue 1
225,3362250,2021-05-17,xG_ag,1.51,H,10249,Montpellier,Ligue 1
226,3362250,2021-05-17,xG_for,1.51,A,8521,Brest,Ligue 1
227,3362250,2021-05-17,xG_ag,0.58,A,8521,Brest,Ligue 1
228,3362251,2021-05-17,xG_for,0.89,H,9831,Nice,Ligue 1
229,3362251,2021-05-17,xG_ag,1.86,H,9831,Nice,Ligue 1
230,3362251,2021-05-17,xG_for,1.86,A,9848,Strasbourg,Ligue 1
231,3362251,2021-05-17,xG_ag,0.89,A,9848,Strasbourg,Ligue 1
232,3362252,2021-05-17,xG_for,0.95,H,6394,Nimes,Ligue 1
233,3362252,2021-05-17,xG_ag,2.45,H,6394,Nimes,Ligue 1
234,3362252,2021-05-17,xG_for,2.45,A,9748,Lyon,Ligue 1
235,3362252,2021-05-17,xG_ag,0.95,A,9748,Lyon,Ligue 1
236,3362253,2021-05-17,xG_for,3.92,H,9847,Paris Saint-Germain,Ligue 1
237,3362253,2021-05-17,xG_ag,0.07,H,9847,Paris Saint-Germain,Ligue 1
238,3362253,2021-05-17,xG_for,0.07,A,9837,Reims,Ligue 1
239,3362253,2021-05-17,xG_ag,3.92,A,9837,Reims,Ligue 1
240,3362254,2021-05-24,xG_for,0.65,H,8121,Angers,Ligue 1
241,3362254,2021-05-24,xG_ag,1.57,H,8121,Angers,Ligue 1
242,3362254,2021-05-24,xG_for,1.57,A,8639,Lille,Ligue 1
243,3362254,2021-05-24,xG_ag,0.65,A,8639,Lille,Ligue 1
244,3362255,2021-05-24,xG_for,1.36,H,8521,Brest,Ligue 1
245,3362255,2021-05-24,xG_ag,2.43,H,8521,Brest,Ligue 1
246,3362255,2021-05-24,xG_for,2.43,A,9847,Paris Saint-Germain,Ligue 1
247,3362255,2021-05-24,xG_ag,1.36,A,9847,Paris Saint-Germain,Ligue 1
248,3362256,2021-05-24,xG_for,0.22,H,8588,Lens,Ligue 1
249,3362256,2021-05-24,xG_ag,1.51,H,8588,Lens,Ligue 1
250,3362256,2021-05-24,xG_for,1.51,A,9829,Monaco,Ligue 1
251,3362256,2021-05-24,xG_ag,0.22,A,9829,Monaco,Ligue 1
252,3362257,2021-05-24,xG_for,1.42,H,9748,Lyon,Ligue 1
253,3362257,2021-05-24,xG_ag,1.66,H,9748,Lyon,Ligue 1
254,3362257,2021-05-24,xG_for,1.66,A,9831,Nice,Ligue 1
255,3362257,2021-05-24,xG_ag,1.42,A,9831,Nice,Ligue 1
256,3362258,2021-05-24,xG_for,1.18,H,8550,Metz,Ligue 1
257,3362258,2021-05-24,xG_ag,1.3,H,8550,Metz,Ligue 1
258,3362258,2021-05-24,xG_for,1.3,A,8592,Marseille,Ligue 1
259,3362258,2021-05-24,xG_ag,1.18,A,8592,Marseille,Ligue 1
260,3362259,2021-05-24,xG_for,1.78,H,9830,Nantes,Ligue 1
261,3362259,2021-05-24,xG_ag,1.22,H,9830,Nantes,Ligue 1
262,3362259,2021-05-24,xG_for,1.22,A,10249,Montpellier,Ligue 1
263,3362259,2021-05-24,xG_ag,1.78,A,10249,Montpellier,Ligue 1
264,3362260,2021-05-24,xG_for,1.02,H,9837,Reims,Ligue 1
265,3362260,2021-05-24,xG_ag,1.15,H,9837,Reims,Ligue 1
266,3362260,2021-05-24,xG_for,1.15,A,9827,Bordeaux,Ligue 1
267,3362260,2021-05-24,xG_ag,1.02,A,9827,Bordeaux,Ligue 1
268,3362261,2021-05-24,xG_for,1.24,H,9851,Rennes,Ligue 1
269,3362261,2021-05-24,xG_ag,0.6,H,9851,Rennes,Ligue 1
270,3362261,2021-05-24,xG_for,0.6,A,6394,Nimes,Ligue 1
271,3362261,2021-05-24,xG_ag,1.24,A,6394,Nimes,Ligue 1
272,3362262,2021-05-24,xG_for,1.36,H,9853,Saint-Etienne,Ligue 1
273,3362262,2021-05-24,xG_ag,1.3,H,9853,Saint-Etienne,Ligue 1
274,3362262,2021-05-24,xG_for,1.3,A,9836,Dijon,Ligue 1
275,3362262,2021-05-24,xG_ag,1.36,A,9836,Dijon,Ligue 1
276,3362263,2021-05-24,xG_for,0.35,H,9848,Strasbourg,Ligue 1
277,3362263,2021-05-24,xG_ag,0.44,H,9848,Strasbourg,Ligue 1
278,3362263,2021-05-24,xG_for,0.44,A,8689,Lorient,Ligue 1
279,3362263,2021-05-24,xG_ag,0.35,A,8689,Lorient,Ligue 1
